file,label,frame
Background\Frame_15160_bg.png,0,15160
Sugar\Frame_10120_fg.png,14,10120
Mug\Frame_1480_fg.png,8,1480
Plate\Frame_4640_fg.png,10,4640
OilBottle\Frame_2560_fg.png,9,2560
FryingPan\Frame_6160_fg.png,3,6160
Sponge\Frame_8520_fg.png,13,8520
OilBottle\Frame_2480_fg.png,9,2480
WashLiquid\Frame_0880_fg.png,16,880
FryingPan\Frame_9840_fg.png,3,9840
VinegarBottle\Frame_8400_fg.png,15,8400
Bowl\Frame_6320_fg.png,1,6320
Sponge\Frame_9000_fg.png,13,9000
Background\Frame_14120_bg.png,0,14120
Sugar\Frame_3960_fg.png,14,3960
Mug\Frame_6760_fg.png,8,6760
FryingPan\Frame_5120_fg.png,3,5120
VinegarBottle\Frame_20600_fg.png,15,20600
SaucePan\Frame_4120_fg.png,12,4120
Background\Frame_0400_bg.png,0,400
Rice\Frame_7960_fg.png,11,7960
Glass\Frame_7960_fg.png,4,7960
Jam\Frame_8280_fg.png,5,8280
VinegarBottle\Frame_7600_fg.png,15,7600
Glass\Frame_7120_fg.png,4,7120
SaucePan\Frame_6040_fg.png,12,6040
Bowl\Frame_7200_fg.png,1,7200
FryingPan\Frame_7440_fg.png,3,7440
Sponge\Frame_11880_fg.png,13,11880
FryingPan\Frame_1080_fg.png,3,1080
VinegarBottle\Frame_8640_fg.png,15,8640
CanOfCocaCola\Frame_17280_fg.png,2,17280
Bowl\Frame_4720_fg.png,1,4720
Jam\Frame_5560_fg.png,5,5560
Lid\Frame_5080_fg.png,6,5080
MilkBottle\Frame_6520_fg.png,7,6520
Bowl\Frame_0640_fg.png,1,640
CanOfCocaCola\Frame_18120_fg.png,2,18120
Plate\Frame_9400_fg.png,10,9400
FryingPan\Frame_7760_fg.png,3,7760
Sugar\Frame_11040_fg.png,14,11040
SaucePan\Frame_12240_fg.png,12,12240
Sugar\Frame_2120_fg.png,14,2120
Mug\Frame_1240_fg.png,8,1240
SaucePan\Frame_11680_fg.png,12,11680
Rice\Frame_4320_fg.png,11,4320
SaucePan\Frame_9960_fg.png,12,9960
VinegarBottle\Frame_5040_fg.png,15,5040
MilkBottle\Frame_1880_fg.png,7,1880
CanOfCocaCola\Frame_11920_fg.png,2,11920
Jam\Frame_10960_fg.png,5,10960
VinegarBottle\Frame_2720_fg.png,15,2720
FryingPan\Frame_17640_fg.png,3,17640
Sponge\Frame_1280_fg.png,13,1280
Mug\Frame_2880_fg.png,8,2880
CanOfCocaCola\Frame_8920_fg.png,2,8920
Mug\Frame_4080_fg.png,8,4080
Glass\Frame_5360_fg.png,4,5360
WashLiquid\Frame_6760_fg.png,16,6760
Lid\Frame_1720_fg.png,6,1720
Mug\Frame_5000_fg.png,8,5000
WashLiquid\Frame_3080_fg.png,16,3080
SaucePan\Frame_8800_fg.png,12,8800
CanOfCocaCola\Frame_7120_fg.png,2,7120
Glass\Frame_12320_fg.png,4,12320
Glass\Frame_6080_fg.png,4,6080
Rice\Frame_3920_fg.png,11,3920
CanOfCocaCola\Frame_18040_fg.png,2,18040
Background\Frame_13960_bg.png,0,13960
CanOfCocaCola\Frame_5600_fg.png,2,5600
Mug\Frame_2320_fg.png,8,2320
SaucePan\Frame_4880_fg.png,12,4880
CanOfCocaCola\Frame_5080_fg.png,2,5080
Jam\Frame_2160_fg.png,5,2160
CanOfCocaCola\Frame_8240_fg.png,2,8240
Background\Frame_24840_bg.png,0,24840
Jam\Frame_3520_fg.png,5,3520
SaucePan\Frame_1680_fg.png,12,1680
Background\Frame_19200_bg.png,0,19200
CanOfCocaCola\Frame_4120_fg.png,2,4120
Sponge\Frame_2640_fg.png,13,2640
Background\Frame_6440_bg.png,0,6440
MilkBottle\Frame_7480_fg.png,7,7480
Glass\Frame_1040_fg.png,4,1040
Jam\Frame_9960_fg.png,5,9960
Plate\Frame_3720_fg.png,10,3720
Glass\Frame_9480_fg.png,4,9480
MilkBottle\Frame_3640_fg.png,7,3640
Lid\Frame_1000_fg.png,6,1000
Bowl\Frame_10640_fg.png,1,10640
Background\Frame_24720_bg.png,0,24720
SaucePan\Frame_12080_fg.png,12,12080
Glass\Frame_10760_fg.png,4,10760
VinegarBottle\Frame_25080_fg.png,15,25080
Sponge\Frame_9080_fg.png,13,9080
Lid\Frame_8720_fg.png,6,8720
SaucePan\Frame_5160_fg.png,12,5160
Mug\Frame_5400_fg.png,8,5400
SaucePan\Frame_10680_fg.png,12,10680
FryingPan\Frame_2960_fg.png,3,2960
WashLiquid\Frame_4720_fg.png,16,4720
Jam\Frame_9800_fg.png,5,9800
Glass\Frame_8000_fg.png,4,8000
Bowl\Frame_8800_fg.png,1,8800
Background\Frame_15600_bg.png,0,15600
WashLiquid\Frame_4160_fg.png,16,4160
Glass\Frame_11360_fg.png,4,11360
FryingPan\Frame_10280_fg.png,3,10280
FryingPan\Frame_3960_fg.png,3,3960
Sugar\Frame_11080_fg.png,14,11080
Mug\Frame_1560_fg.png,8,1560
Sugar\Frame_11680_fg.png,14,11680
VinegarBottle\Frame_7800_fg.png,15,7800
Bowl\Frame_4560_fg.png,1,4560
MilkBottle\Frame_1960_fg.png,7,1960
Bowl\Frame_7960_fg.png,1,7960
OilBottle\Frame_2000_fg.png,9,2000
MilkBottle\Frame_5240_fg.png,7,5240
Rice\Frame_7120_fg.png,11,7120
Glass\Frame_1760_fg.png,4,1760
OilBottle\Frame_6560_fg.png,9,6560
Lid\Frame_8600_fg.png,6,8600
Lid\Frame_6200_fg.png,6,6200
FryingPan\Frame_5800_fg.png,3,5800
MilkBottle\Frame_2520_fg.png,7,2520
Sponge\Frame_9960_fg.png,13,9960
Plate\Frame_4400_fg.png,10,4400
Plate\Frame_7000_fg.png,10,7000
Mug\Frame_5200_fg.png,8,5200
FryingPan\Frame_8480_fg.png,3,8480
Glass\Frame_9320_fg.png,4,9320
VinegarBottle\Frame_9840_fg.png,15,9840
FryingPan\Frame_4400_fg.png,3,4400
Lid\Frame_6280_fg.png,6,6280
VinegarBottle\Frame_5720_fg.png,15,5720
Rice\Frame_2640_fg.png,11,2640
Mug\Frame_6320_fg.png,8,6320
OilBottle\Frame_9880_fg.png,9,9880
Jam\Frame_7320_fg.png,5,7320
VinegarBottle\Frame_4120_fg.png,15,4120
Sponge\Frame_2920_fg.png,13,2920
VinegarBottle\Frame_21040_fg.png,15,21040
FryingPan\Frame_2720_fg.png,3,2720
Sugar\Frame_2400_fg.png,14,2400
WashLiquid\Frame_6400_fg.png,16,6400
FryingPan\Frame_11960_fg.png,3,11960
Sugar\Frame_2360_fg.png,14,2360
Lid\Frame_7280_fg.png,6,7280
VinegarBottle\Frame_24560_fg.png,15,24560
Sponge\Frame_12560_fg.png,13,12560
SaucePan\Frame_11760_fg.png,12,11760
Plate\Frame_12680_fg.png,10,12680
Bowl\Frame_8720_fg.png,1,8720
MilkBottle\Frame_6840_fg.png,7,6840
FryingPan\Frame_8680_fg.png,3,8680
CanOfCocaCola\Frame_10120_fg.png,2,10120
Jam\Frame_6320_fg.png,5,6320
Background\Frame_20680_bg.png,0,20680
Mug\Frame_8960_fg.png,8,8960
Mug\Frame_7400_fg.png,8,7400
Background\Frame_10280_bg.png,0,10280
Jam\Frame_1200_fg.png,5,1200
Mug\Frame_2600_fg.png,8,2600
Bowl\Frame_1400_fg.png,1,1400
Sponge\Frame_1120_fg.png,13,1120
Sugar\Frame_5640_fg.png,14,5640
VinegarBottle\Frame_10320_fg.png,15,10320
VinegarBottle\Frame_9320_fg.png,15,9320
Background\Frame_8400_bg.png,0,8400
Mug\Frame_10960_fg.png,8,10960
MilkBottle\Frame_3920_fg.png,7,3920
Jam\Frame_7040_fg.png,5,7040
Background\Frame_8440_bg.png,0,8440
Rice\Frame_11040_fg.png,11,11040
MilkBottle\Frame_2600_fg.png,7,2600
FryingPan\Frame_7640_fg.png,3,7640
WashLiquid\Frame_9080_fg.png,16,9080
Background\Frame_21680_bg.png,0,21680
OilBottle\Frame_7200_fg.png,9,7200
OilBottle\Frame_1960_fg.png,9,1960
CanOfCocaCola\Frame_5760_fg.png,2,5760
OilBottle\Frame_4400_fg.png,9,4400
Background\Frame_18360_bg.png,0,18360
OilBottle\Frame_3320_fg.png,9,3320
SaucePan\Frame_12200_fg.png,12,12200
Bowl\Frame_6040_fg.png,1,6040
VinegarBottle\Frame_11880_fg.png,15,11880
Jam\Frame_9360_fg.png,5,9360
Background\Frame_10320_bg.png,0,10320
CanOfCocaCola\Frame_4080_fg.png,2,4080
FryingPan\Frame_10120_fg.png,3,10120
CanOfCocaCola\Frame_10640_fg.png,2,10640
Background\Frame_10720_bg.png,0,10720
MilkBottle\Frame_3320_fg.png,7,3320
Lid\Frame_7080_fg.png,6,7080
Glass\Frame_6400_fg.png,4,6400
Rice\Frame_11640_fg.png,11,11640
Background\Frame_5360_bg.png,0,5360
Glass\Frame_1200_fg.png,4,1200
Sugar\Frame_10240_fg.png,14,10240
Rice\Frame_3960_fg.png,11,3960
Bowl\Frame_9000_fg.png,1,9000
Sponge\Frame_1920_fg.png,13,1920
Jam\Frame_7840_fg.png,5,7840
OilBottle\Frame_6160_fg.png,9,6160
CanOfCocaCola\Frame_10560_fg.png,2,10560
Background\Frame_12400_bg.png,0,12400
Mug\Frame_13000_fg.png,8,13000
Jam\Frame_4880_fg.png,5,4880
MilkBottle\Frame_2080_fg.png,7,2080
CanOfCocaCola\Frame_9160_fg.png,2,9160
Background\Frame_15920_bg.png,0,15920
Background\Frame_17320_bg.png,0,17320
OilBottle\Frame_7320_fg.png,9,7320
Lid\Frame_5240_fg.png,6,5240
SaucePan\Frame_7040_fg.png,12,7040
VinegarBottle\Frame_5360_fg.png,15,5360
Background\Frame_8720_bg.png,0,8720
Background\Frame_6480_bg.png,0,6480
FryingPan\Frame_13920_fg.png,3,13920
Sponge\Frame_7080_fg.png,13,7080
Bowl\Frame_4920_fg.png,1,4920
Plate\Frame_9040_fg.png,10,9040
Lid\Frame_3720_fg.png,6,3720
Background\Frame_19160_bg.png,0,19160
Mug\Frame_2160_fg.png,8,2160
SaucePan\Frame_12680_fg.png,12,12680
Plate\Frame_6600_fg.png,10,6600
SaucePan\Frame_12440_fg.png,12,12440
Background\Frame_18880_bg.png,0,18880
Glass\Frame_9600_fg.png,4,9600
Plate\Frame_4200_fg.png,10,4200
Glass\Frame_10040_fg.png,4,10040
MilkBottle\Frame_10360_fg.png,7,10360
FryingPan\Frame_2880_fg.png,3,2880
SaucePan\Frame_10520_fg.png,12,10520
SaucePan\Frame_7480_fg.png,12,7480
Plate\Frame_4320_fg.png,10,4320
Plate\Frame_9760_fg.png,10,9760
Mug\Frame_13160_fg.png,8,13160
MilkBottle\Frame_7640_fg.png,7,7640
WashLiquid\Frame_0960_fg.png,16,960
Sugar\Frame_2200_fg.png,14,2200
Bowl\Frame_9160_fg.png,1,9160
VinegarBottle\Frame_19880_fg.png,15,19880
Rice\Frame_4640_fg.png,11,4640
Mug\Frame_10840_fg.png,8,10840
CanOfCocaCola\Frame_15720_fg.png,2,15720
Sponge\Frame_7040_fg.png,13,7040
Lid\Frame_4280_fg.png,6,4280
Plate\Frame_3440_fg.png,10,3440
Jam\Frame_3320_fg.png,5,3320
VinegarBottle\Frame_6600_fg.png,15,6600
VinegarBottle\Frame_3280_fg.png,15,3280
VinegarBottle\Frame_23880_fg.png,15,23880
Plate\Frame_2480_fg.png,10,2480
FryingPan\Frame_13560_fg.png,3,13560
MilkBottle\Frame_10280_fg.png,7,10280
Sugar\Frame_1680_fg.png,14,1680
Background\Frame_19960_bg.png,0,19960
Sugar\Frame_8920_fg.png,14,8920
OilBottle\Frame_9760_fg.png,9,9760
Sponge\Frame_11160_fg.png,13,11160
Plate\Frame_10120_fg.png,10,10120
WashLiquid\Frame_9480_fg.png,16,9480
Mug\Frame_0960_fg.png,8,960
SaucePan\Frame_9360_fg.png,12,9360
Jam\Frame_8720_fg.png,5,8720
VinegarBottle\Frame_9000_fg.png,15,9000
SaucePan\Frame_10760_fg.png,12,10760
Lid\Frame_4520_fg.png,6,4520
SaucePan\Frame_4040_fg.png,12,4040
Background\Frame_2080_bg.png,0,2080
Background\Frame_1440_bg.png,0,1440
Mug\Frame_12720_fg.png,8,12720
MilkBottle\Frame_1800_fg.png,7,1800
Plate\Frame_3760_fg.png,10,3760
Bowl\Frame_1240_fg.png,1,1240
SaucePan\Frame_3800_fg.png,12,3800
Background\Frame_20720_bg.png,0,20720
Sponge\Frame_2800_fg.png,13,2800
Sugar\Frame_6400_fg.png,14,6400
Background\Frame_7240_bg.png,0,7240
Glass\Frame_2840_fg.png,4,2840
VinegarBottle\Frame_7160_fg.png,15,7160
WashLiquid\Frame_9560_fg.png,16,9560
Jam\Frame_7200_fg.png,5,7200
Sugar\Frame_8280_fg.png,14,8280
Rice\Frame_6120_fg.png,11,6120
FryingPan\Frame_17880_fg.png,3,17880
SaucePan\Frame_2480_fg.png,12,2480
Rice\Frame_4280_fg.png,11,4280
Bowl\Frame_1560_fg.png,1,1560
CanOfCocaCola\Frame_17520_fg.png,2,17520
Mug\Frame_3800_fg.png,8,3800
Rice\Frame_6960_fg.png,11,6960
Background\Frame_8200_bg.png,0,8200
FryingPan\Frame_9480_fg.png,3,9480
Glass\Frame_6880_fg.png,4,6880
Background\Frame_16640_bg.png,0,16640
Sugar\Frame_1600_fg.png,14,1600
Background\Frame_17120_bg.png,0,17120
OilBottle\Frame_3200_fg.png,9,3200
Glass\Frame_5320_fg.png,4,5320
Bowl\Frame_2760_fg.png,1,2760
Mug\Frame_8920_fg.png,8,8920
VinegarBottle\Frame_4440_fg.png,15,4440
Background\Frame_6120_bg.png,0,6120
Glass\Frame_6760_fg.png,4,6760
Glass\Frame_8720_fg.png,4,8720
OilBottle\Frame_2280_fg.png,9,2280
Sugar\Frame_11360_fg.png,14,11360
Glass\Frame_1280_fg.png,4,1280
SaucePan\Frame_5440_fg.png,12,5440
Background\Frame_19400_bg.png,0,19400
Jam\Frame_9600_fg.png,5,9600
Lid\Frame_3240_fg.png,6,3240
Sugar\Frame_4120_fg.png,14,4120
Glass\Frame_1880_fg.png,4,1880
Lid\Frame_4960_fg.png,6,4960
Jam\Frame_3080_fg.png,5,3080
Background\Frame_20800_bg.png,0,20800
FryingPan\Frame_14240_fg.png,3,14240
Sponge\Frame_7880_fg.png,13,7880
FryingPan\Frame_4280_fg.png,3,4280
Background\Frame_2160_bg.png,0,2160
OilBottle\Frame_10240_fg.png,9,10240
SaucePan\Frame_7760_fg.png,12,7760
FryingPan\Frame_15520_fg.png,3,15520
Mug\Frame_9840_fg.png,8,9840
CanOfCocaCola\Frame_5920_fg.png,2,5920
Background\Frame_2280_bg.png,0,2280
Background\Frame_7440_bg.png,0,7440
CanOfCocaCola\Frame_16600_fg.png,2,16600
SaucePan\Frame_9080_fg.png,12,9080
Mug\Frame_4440_fg.png,8,4440
SaucePan\Frame_14360_fg.png,12,14360
SaucePan\Frame_2200_fg.png,12,2200
Bowl\Frame_9920_fg.png,1,9920
Bowl\Frame_1760_fg.png,1,1760
Plate\Frame_10400_fg.png,10,10400
Sugar\Frame_9520_fg.png,14,9520
Lid\Frame_6920_fg.png,6,6920
CanOfCocaCola\Frame_2800_fg.png,2,2800
SaucePan\Frame_2560_fg.png,12,2560
MilkBottle\Frame_5200_fg.png,7,5200
CanOfCocaCola\Frame_11800_fg.png,2,11800
FryingPan\Frame_7160_fg.png,3,7160
Plate\Frame_11000_fg.png,10,11000
Plate\Frame_13120_fg.png,10,13120
Plate\Frame_1840_fg.png,10,1840
SaucePan\Frame_12760_fg.png,12,12760
VinegarBottle\Frame_7520_fg.png,15,7520
FryingPan\Frame_6520_fg.png,3,6520
CanOfCocaCola\Frame_10520_fg.png,2,10520
Background\Frame_13840_bg.png,0,13840
Sponge\Frame_6240_fg.png,13,6240
Mug\Frame_0920_fg.png,8,920
FryingPan\Frame_11080_fg.png,3,11080
Bowl\Frame_2000_fg.png,1,2000
Background\Frame_8520_bg.png,0,8520
OilBottle\Frame_3400_fg.png,9,3400
Plate\Frame_9680_fg.png,10,9680
WashLiquid\Frame_10880_fg.png,16,10880
Glass\Frame_9440_fg.png,4,9440
Sugar\Frame_3720_fg.png,14,3720
WashLiquid\Frame_8320_fg.png,16,8320
VinegarBottle\Frame_3640_fg.png,15,3640
Lid\Frame_4040_fg.png,6,4040
Lid\Frame_3000_fg.png,6,3000
Rice\Frame_3480_fg.png,11,3480
Plate\Frame_6040_fg.png,10,6040
Background\Frame_11960_bg.png,0,11960
WashLiquid\Frame_4080_fg.png,16,4080
FryingPan\Frame_17600_fg.png,3,17600
Background\Frame_4520_bg.png,0,4520
Mug\Frame_9240_fg.png,8,9240
WashLiquid\Frame_9520_fg.png,16,9520
VinegarBottle\Frame_5800_fg.png,15,5800
VinegarBottle\Frame_2200_fg.png,15,2200
Mug\Frame_2760_fg.png,8,2760
CanOfCocaCola\Frame_18200_fg.png,2,18200
Bowl\Frame_10760_fg.png,1,10760
Mug\Frame_3560_fg.png,8,3560
CanOfCocaCola\Frame_2400_fg.png,2,2400
Glass\Frame_0920_fg.png,4,920
Mug\Frame_3160_fg.png,8,3160
VinegarBottle\Frame_4680_fg.png,15,4680
Sponge\Frame_8160_fg.png,13,8160
Sponge\Frame_10960_fg.png,13,10960
Rice\Frame_2440_fg.png,11,2440
Glass\Frame_5160_fg.png,4,5160
CanOfCocaCola\Frame_3840_fg.png,2,3840
CanOfCocaCola\Frame_8760_fg.png,2,8760
Background\Frame_11400_bg.png,0,11400
CanOfCocaCola\Frame_16440_fg.png,2,16440
VinegarBottle\Frame_11160_fg.png,15,11160
CanOfCocaCola\Frame_19160_fg.png,2,19160
Jam\Frame_3040_fg.png,5,3040
WashLiquid\Frame_6360_fg.png,16,6360
SaucePan\Frame_5680_fg.png,12,5680
Background\Frame_21520_bg.png,0,21520
Mug\Frame_9320_fg.png,8,9320
Sugar\Frame_5520_fg.png,14,5520
Plate\Frame_6800_fg.png,10,6800
Sponge\Frame_9200_fg.png,13,9200
SaucePan\Frame_11200_fg.png,12,11200
SaucePan\Frame_15320_fg.png,12,15320
SaucePan\Frame_1760_fg.png,12,1760
WashLiquid\Frame_7560_fg.png,16,7560
Rice\Frame_11280_fg.png,11,11280
FryingPan\Frame_9280_fg.png,3,9280
Background\Frame_10000_bg.png,0,10000
Plate\Frame_13600_fg.png,10,13600
FryingPan\Frame_7120_fg.png,3,7120
Background\Frame_18560_bg.png,0,18560
VinegarBottle\Frame_5600_fg.png,15,5600
Rice\Frame_3080_fg.png,11,3080
MilkBottle\Frame_2560_fg.png,7,2560
Plate\Frame_14080_fg.png,10,14080
CanOfCocaCola\Frame_7480_fg.png,2,7480
Glass\Frame_12160_fg.png,4,12160
CanOfCocaCola\Frame_19440_fg.png,2,19440
Background\Frame_15080_bg.png,0,15080
VinegarBottle\Frame_23040_fg.png,15,23040
Rice\Frame_2800_fg.png,11,2800
CanOfCocaCola\Frame_17600_fg.png,2,17600
Rice\Frame_4800_fg.png,11,4800
Bowl\Frame_7000_fg.png,1,7000
Plate\Frame_4160_fg.png,10,4160
Glass\Frame_10200_fg.png,4,10200
Jam\Frame_7000_fg.png,5,7000
FryingPan\Frame_3640_fg.png,3,3640
Glass\Frame_11000_fg.png,4,11000
CanOfCocaCola\Frame_3160_fg.png,2,3160
OilBottle\Frame_8440_fg.png,9,8440
CanOfCocaCola\Frame_3040_fg.png,2,3040
FryingPan\Frame_1360_fg.png,3,1360
WashLiquid\Frame_5680_fg.png,16,5680
FryingPan\Frame_14080_fg.png,3,14080
OilBottle\Frame_10880_fg.png,9,10880
CanOfCocaCola\Frame_2360_fg.png,2,2360
CanOfCocaCola\Frame_4920_fg.png,2,4920
OilBottle\Frame_4920_fg.png,9,4920
Background\Frame_21720_bg.png,0,21720
Background\Frame_2760_bg.png,0,2760
Lid\Frame_6400_fg.png,6,6400
Background\Frame_24640_bg.png,0,24640
Rice\Frame_9200_fg.png,11,9200
Background\Frame_10640_bg.png,0,10640
OilBottle\Frame_10160_fg.png,9,10160
Bowl\Frame_8960_fg.png,1,8960
CanOfCocaCola\Frame_15400_fg.png,2,15400
Background\Frame_7600_bg.png,0,7600
WashLiquid\Frame_7880_fg.png,16,7880
Jam\Frame_6240_fg.png,5,6240
WashLiquid\Frame_5400_fg.png,16,5400
MilkBottle\Frame_2480_fg.png,7,2480
Jam\Frame_1520_fg.png,5,1520
Rice\Frame_3240_fg.png,11,3240
Plate\Frame_5880_fg.png,10,5880
Mug\Frame_4520_fg.png,8,4520
Mug\Frame_8040_fg.png,8,8040
MilkBottle\Frame_4240_fg.png,7,4240
Background\Frame_9720_bg.png,0,9720
Glass\Frame_7520_fg.png,4,7520
Background\Frame_7160_bg.png,0,7160
MilkBottle\Frame_7160_fg.png,7,7160
Rice\Frame_9640_fg.png,11,9640
FryingPan\Frame_13840_fg.png,3,13840
CanOfCocaCola\Frame_6400_fg.png,2,6400
Plate\Frame_5040_fg.png,10,5040
Rice\Frame_11080_fg.png,11,11080
VinegarBottle\Frame_5400_fg.png,15,5400
Sugar\Frame_7560_fg.png,14,7560
Background\Frame_9680_bg.png,0,9680
Plate\Frame_6680_fg.png,10,6680
Sugar\Frame_1640_fg.png,14,1640
MilkBottle\Frame_4440_fg.png,7,4440
Bowl\Frame_10200_fg.png,1,10200
WashLiquid\Frame_6480_fg.png,16,6480
SaucePan\Frame_1040_fg.png,12,1040
Glass\Frame_4320_fg.png,4,4320
Sugar\Frame_4880_fg.png,14,4880
FryingPan\Frame_7720_fg.png,3,7720
FryingPan\Frame_6600_fg.png,3,6600
Rice\Frame_3560_fg.png,11,3560
FryingPan\Frame_8360_fg.png,3,8360
OilBottle\Frame_7240_fg.png,9,7240
Mug\Frame_8560_fg.png,8,8560
Rice\Frame_7600_fg.png,11,7600
SaucePan\Frame_11640_fg.png,12,11640
Sugar\Frame_5680_fg.png,14,5680
Plate\Frame_9560_fg.png,10,9560
Plate\Frame_5720_fg.png,10,5720
Plate\Frame_11120_fg.png,10,11120
SaucePan\Frame_4280_fg.png,12,4280
Bowl\Frame_8240_fg.png,1,8240
Background\Frame_20320_bg.png,0,20320
Sugar\Frame_9600_fg.png,14,9600
Background\Frame_2680_bg.png,0,2680
Rice\Frame_13880_fg.png,11,13880
Jam\Frame_8760_fg.png,5,8760
Sponge\Frame_13040_fg.png,13,13040
VinegarBottle\Frame_6520_fg.png,15,6520
Background\Frame_4680_bg.png,0,4680
Background\Frame_12920_bg.png,0,12920
FryingPan\Frame_9920_fg.png,3,9920
Jam\Frame_4800_fg.png,5,4800
Bowl\Frame_11040_fg.png,1,11040
Background\Frame_11920_bg.png,0,11920
OilBottle\Frame_3800_fg.png,9,3800
OilBottle\Frame_9200_fg.png,9,9200
CanOfCocaCola\Frame_2160_fg.png,2,2160
WashLiquid\Frame_9240_fg.png,16,9240
CanOfCocaCola\Frame_3720_fg.png,2,3720
Background\Frame_12120_bg.png,0,12120
CanOfCocaCola\Frame_5480_fg.png,2,5480
FryingPan\Frame_3520_fg.png,3,3520
Background\Frame_1720_bg.png,0,1720
Bowl\Frame_2800_fg.png,1,2800
VinegarBottle\Frame_7000_fg.png,15,7000
Mug\Frame_11360_fg.png,8,11360
FryingPan\Frame_12200_fg.png,3,12200
Bowl\Frame_11120_fg.png,1,11120
Rice\Frame_13160_fg.png,11,13160
Plate\Frame_7760_fg.png,10,7760
SaucePan\Frame_1440_fg.png,12,1440
Jam\Frame_5000_fg.png,5,5000
Bowl\Frame_8160_fg.png,1,8160
Sponge\Frame_11840_fg.png,13,11840
Background\Frame_3640_bg.png,0,3640
SaucePan\Frame_2960_fg.png,12,2960
Sugar\Frame_5400_fg.png,14,5400
Sugar\Frame_11240_fg.png,14,11240
Background\Frame_6600_bg.png,0,6600
Plate\Frame_7080_fg.png,10,7080
VinegarBottle\Frame_5520_fg.png,15,5520
Jam\Frame_6880_fg.png,5,6880
Sugar\Frame_8040_fg.png,14,8040
Sugar\Frame_8160_fg.png,14,8160
Rice\Frame_2680_fg.png,11,2680
Sugar\Frame_10640_fg.png,14,10640
WashLiquid\Frame_4600_fg.png,16,4600
Sponge\Frame_3240_fg.png,13,3240
Plate\Frame_13680_fg.png,10,13680
Sugar\Frame_11880_fg.png,14,11880
VinegarBottle\Frame_25520_fg.png,15,25520
Jam\Frame_1080_fg.png,5,1080
Plate\Frame_8040_fg.png,10,8040
Jam\Frame_11080_fg.png,5,11080
CanOfCocaCola\Frame_16400_fg.png,2,16400
Lid\Frame_2600_fg.png,6,2600
Plate\Frame_10680_fg.png,10,10680
CanOfCocaCola\Frame_15080_fg.png,2,15080
Jam\Frame_3600_fg.png,5,3600
FryingPan\Frame_12120_fg.png,3,12120
FryingPan\Frame_17760_fg.png,3,17760
MilkBottle\Frame_6080_fg.png,7,6080
SaucePan\Frame_15640_fg.png,12,15640
Plate\Frame_11960_fg.png,10,11960
Background\Frame_0600_bg.png,0,600
OilBottle\Frame_6400_fg.png,9,6400
Lid\Frame_3280_fg.png,6,3280
CanOfCocaCola\Frame_17440_fg.png,2,17440
Background\Frame_19640_bg.png,0,19640
SaucePan\Frame_2680_fg.png,12,2680
Rice\Frame_5880_fg.png,11,5880
WashLiquid\Frame_3960_fg.png,16,3960
Plate\Frame_8960_fg.png,10,8960
FryingPan\Frame_1880_fg.png,3,1880
SaucePan\Frame_15040_fg.png,12,15040
Bowl\Frame_3920_fg.png,1,3920
SaucePan\Frame_12920_fg.png,12,12920
FryingPan\Frame_5200_fg.png,3,5200
FryingPan\Frame_8560_fg.png,3,8560
Mug\Frame_12640_fg.png,8,12640
VinegarBottle\Frame_2360_fg.png,15,2360
Rice\Frame_9080_fg.png,11,9080
Lid\Frame_8240_fg.png,6,8240
Background\Frame_7120_bg.png,0,7120
Bowl\Frame_7800_fg.png,1,7800
WashLiquid\Frame_10160_fg.png,16,10160
Background\Frame_24680_bg.png,0,24680
Bowl\Frame_2960_fg.png,1,2960
Background\Frame_18600_bg.png,0,18600
Plate\Frame_11560_fg.png,10,11560
Plate\Frame_7680_fg.png,10,7680
Sugar\Frame_7960_fg.png,14,7960
Bowl\Frame_6480_fg.png,1,6480
Bowl\Frame_11160_fg.png,1,11160
Glass\Frame_9240_fg.png,4,9240
WashLiquid\Frame_5840_fg.png,16,5840
Mug\Frame_5120_fg.png,8,5120
Background\Frame_1640_bg.png,0,1640
Glass\Frame_11320_fg.png,4,11320
Lid\Frame_7560_fg.png,6,7560
SaucePan\Frame_3560_fg.png,12,3560
SaucePan\Frame_8200_fg.png,12,8200
Glass\Frame_5840_fg.png,4,5840
Glass\Frame_9160_fg.png,4,9160
Background\Frame_15200_bg.png,0,15200
Background\Frame_14920_bg.png,0,14920
Background\Frame_13040_bg.png,0,13040
Lid\Frame_1680_fg.png,6,1680
Rice\Frame_5800_fg.png,11,5800
Sugar\Frame_1840_fg.png,14,1840
Glass\Frame_2600_fg.png,4,2600
CanOfCocaCola\Frame_9560_fg.png,2,9560
MilkBottle\Frame_3560_fg.png,7,3560
Rice\Frame_7400_fg.png,11,7400
CanOfCocaCola\Frame_6280_fg.png,2,6280
Sponge\Frame_12280_fg.png,13,12280
FryingPan\Frame_1200_fg.png,3,1200
Jam\Frame_3760_fg.png,5,3760
WashLiquid\Frame_4280_fg.png,16,4280
Sugar\Frame_7160_fg.png,14,7160
SaucePan\Frame_15280_fg.png,12,15280
SaucePan\Frame_6840_fg.png,12,6840
MilkBottle\Frame_5480_fg.png,7,5480
FryingPan\Frame_5000_fg.png,3,5000
MilkBottle\Frame_6880_fg.png,7,6880
Background\Frame_6280_bg.png,0,6280
Background\Frame_20560_bg.png,0,20560
SaucePan\Frame_12640_fg.png,12,12640
OilBottle\Frame_6240_fg.png,9,6240
